City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,bulawayo,-20.15,28.5833,16.62,31,29,4.39,ZW,1691430387
285,idri,27.5,13.2667,36.71,20,0,5.03,LY,1691430576
286,tambopata,-12.7333,-69.1833,33.94,49,40,3.09,PE,1691430576
287,luanda,-8.8368,13.2343,23.0,78,0,5.66,AO,1691430457
288,takoradi,4.8845,-1.7554,25.3,83,61,4.96,GH,1691430578
289,st. john's,47.5649,-52.7093,17.04,93,100,9.26,CA,1691430282
290,manokwari,-0.8667,134.0833,25.15,76,56,2.18,ID,1691430579
291,el calafate,-50.3408,-72.2768,0.62,59,100,0.84,AR,1691430579
292,maralal,1.0968,36.698,18.73,48,85,2.92,KE,1691430580
293,qamdo,31.1667,97.2333,6.39,81,44,1.58,CN,1691430580
294,bhikangaon,21.8667,75.95,25.13,79,100,7.55,IN,1691430582
295,castrovillari,39.8203,16.2123,19.49,72,0,3.3,IT,1691430583
296,kailua-kona,19.6406,-155.9956,29.22,74,0,3.09,US,1691430583
297,takahata,38.0025,140.1911,23.4,96,100,2.07,JP,1691430584
298,peniche,39.3558,-9.3811,28.49,53,0,3.58,PT,1691430584
299,carutapera,-1.195,-46.02,27.04,87,98,4.61,BR,1691430585
300,hadibu,12.65,54.0333,25.84,79,34,8.62,YE,1691430585
301,xinhui,22.456,113.0482,30.64,78,66,2.59,CN,1691430586
302,hargeysa,9.56,44.065,24.86,47,79,9.51,SO,1691430542
303,houlton,46.1262,-67.8403,24.23,60,40,4.12,US,1691430587
304,spring creek,40.7266,-115.5859,24.34,25,7,3.75,US,1691430587
305,challapata,-18.9,-66.7667,12.86,18,2,5.8,BO,1691430588
306,hagere hiywet,8.9833,37.85,15.8,88,77,1.22,ET,1691430588
307,chachapoyas,-6.2317,-77.869,18.56,57,39,1.91,PE,1691430589
308,cabo san lucas,22.8909,-109.9124,35.34,68,96,2.24,MX,1691430589
309,smithers,54.7804,-127.1743,17.18,77,40,1.03,CA,1691430590
310,vilyuysk,63.7553,121.6247,14.1,73,8,2.12,RU,1691430591
311,semnan,35.5729,53.3971,28.33,38,49,3.54,IR,1691430591
312,jipijapa,-1.3333,-80.5833,26.72,69,99,1.19,EC,1691430592
313,le vauclin,14.5452,-60.8388,32.03,70,20,6.69,MQ,1691430592
314,kolonia town,6.964,158.206,25.0,100,100,1.54,FM,1691430593
315,harstad,68.799,16.5293,15.13,100,100,4.92,NO,1691430593
316,samoylovka,51.184,43.7081,23.44,45,0,4.47,RU,1691430594
317,poso,-1.3959,120.7524,24.11,86,16,2.22,ID,1691430594
318,taoudenni,22.6783,-3.9836,44.74,13,0,5.89,ML,1691430595
319,lorengau,-2.0226,147.2712,27.69,73,96,7.16,PG,1691430595
320,berdigestyakh,62.0989,126.6992,12.89,59,26,2.33,RU,1691430596
321,gamba,-2.65,10.0,21.93,84,31,3.25,GA,1691430596
322,richlands,37.0932,-81.7937,28.4,83,100,4.63,US,1691430471
323,tazacorte,28.629,-17.9293,25.54,72,75,2.24,ES,1691430597
324,sault ste. marie,46.5168,-84.3333,25.31,52,0,4.12,CA,1691430324
325,sho'rchi,38.0141,67.7899,29.56,20,2,3.11,UZ,1691430598
326,lospalos,-8.5186,127.0025,19.41,86,54,3.17,TL,1691430599
327,mili,6.0815,171.735,27.44,76,100,2.74,MH,1691430599
328,waldkraiburg,48.2085,12.3989,13.67,82,92,3.32,DE,1691430600
329,pathein,16.7833,94.7333,26.17,85,100,3.72,MM,1691430464
330,klaksvik,62.2266,-6.589,11.51,79,88,5.23,FO,1691430602
331,kasongo,-4.45,26.6667,28.02,31,6,1.07,CD,1691430602
332,mazagao,-0.115,-51.2894,33.03,45,52,2.38,BR,1691430603
333,itacare,-14.2775,-38.9967,23.57,88,95,1.37,BR,1691430603
334,bonthe,7.5264,-12.505,25.07,89,100,3.78,SL,1691430604
335,lihue,21.9789,-159.3672,26.77,85,100,5.66,US,1691430605
336,edeia,-17.3383,-49.9314,33.33,18,2,1.87,BR,1691430605
337,kencong,-8.2833,113.3667,21.15,91,13,0.75,ID,1691430606
338,cidreira,-30.1811,-50.2056,15.82,84,100,5.44,BR,1691430606
339,urangan,-25.3,152.9,17.39,75,33,4.76,AU,1691430607
340,roanoke rapids,36.4615,-77.6542,32.7,74,40,2.06,US,1691430488
341,chul'man,56.8479,124.9104,15.77,67,86,0.79,RU,1691430608
342,weno,7.4515,151.8468,28.97,84,100,3.6,FM,1691430609
343,natal,-5.795,-35.2094,29.36,70,75,9.26,BR,1691430609
344,nuuk,64.1835,-51.7216,8.34,81,0,3.09,GL,1691430610
345,villahermosa,17.9833,-92.9167,32.79,65,20,7.72,MX,1691430335
346,jiuquan,39.7432,98.5174,26.45,22,89,1.42,CN,1691430611
347,sisimiut,66.9395,-53.6735,9.22,65,15,2.14,GL,1691430582
348,hatillo,18.4863,-66.8254,33.56,86,29,6.26,PR,1691430612
349,montelibano,7.9829,-75.4229,31.56,68,100,1.17,CO,1691430612
350,ta`u,-14.2336,-169.5144,26.69,77,65,3.28,AS,1691430613
351,afaahiti,-17.75,-149.2833,24.93,79,88,5.74,PF,1691430613
352,anupgarh,29.1911,73.2086,37.13,33,9,3.99,IN,1691430614
353,valparaiso,-33.0393,-71.6273,17.13,73,0,4.12,CL,1691430614
354,letlhakeng,-24.0944,25.0298,14.05,24,0,3.54,BW,1691430615
355,annau,37.8876,58.516,33.72,21,1,2.06,TM,1691430615
356,stanthorpe,-28.6667,151.95,8.57,94,70,4.26,AU,1691430616
357,hastings,50.8552,0.5729,19.99,23,95,7.63,GB,1691430616
358,santa maria do suacui,-18.1903,-42.4142,30.46,26,0,2.03,BR,1691430617
359,olenino,56.2092,33.4889,25.11,56,0,8.18,RU,1691430618
360,kingston,17.997,-76.7936,33.53,68,40,10.29,JM,1691430430
361,salgueiro,-8.0742,-39.1192,31.91,33,16,7.83,BR,1691430619
362,illela,13.7292,5.2975,30.3,58,96,6.38,NG,1691430619
363,santiago,-33.4569,-70.6483,17.69,52,75,2.06,CL,1691430251
364,fale old settlement,-9.3852,-171.2468,27.94,69,8,5.97,TK,1691430620
365,madalena,41.2162,-8.3345,38.75,24,0,3.29,PT,1691430621
366,vorgashor,67.5833,63.95,12.97,92,45,4.81,RU,1691430621
367,xilin hot,43.9667,116.0333,17.3,81,4,0.52,CN,1691430622
368,bodri,23.1667,81.4333,24.31,86,100,4.27,IN,1691430622
369,sitka,57.0531,-135.33,15.94,82,40,1.54,US,1691430623
370,kalmunai,7.4167,81.8167,27.47,78,93,2.64,LK,1691430623
371,singaraja,-8.112,115.0882,23.61,72,50,1.85,ID,1691430624
372,mejit,10.2753,170.8646,28.23,77,88,9.12,MH,1691430625
373,elda,38.4778,-0.7916,25.49,71,1,4.45,ES,1691430576
374,puerto gaitan,4.3133,-72.0816,31.27,56,53,3.42,CO,1691430626
375,kavaratti,10.5669,72.642,28.11,76,98,8.54,IN,1691430627
376,zonguldak,41.25,31.8333,18.67,94,0,1.5,TR,1691430627
377,nova vicosa,-17.8919,-39.3719,24.56,72,78,5.04,BR,1691430628
378,chibougamau,49.9168,-74.3659,21.79,49,100,2.06,CA,1691430629
379,boguchany,58.3814,97.4531,14.16,88,84,1.53,RU,1691430629
380,shahganj,26.05,82.6833,28.39,69,100,5.39,IN,1691430630
381,agdas,40.65,47.4761,33.93,38,1,5.22,AZ,1691430630
382,meskiana,35.6306,7.6661,29.72,36,0,6.89,DZ,1691430631
383,kamakhyanagar,20.9333,85.55,26.36,83,100,1.85,IN,1691430631
384,corzuela,-26.9537,-60.9693,25.43,40,10,6.21,AR,1691430632
385,kiruna,67.8557,20.2251,14.51,100,100,1.03,SE,1691430632
386,soio,-6.1349,12.3689,22.03,87,49,4.21,AO,1691430633
387,taltal,-25.4,-70.4833,19.29,67,11,3.0,CL,1691430634
388,hamilton,39.1834,-84.5333,26.11,90,100,6.69,US,1691430489
389,sita road,27.0333,67.85,35.39,44,7,7.52,PK,1691430635
390,kirakira,-10.4544,161.9205,24.94,90,85,3.31,SB,1691430636
391,suva,-18.1416,178.4415,19.71,100,75,1.03,FJ,1691430636
392,pontes e lacerda,-15.2261,-59.3353,38.27,18,2,2.95,BR,1691430637
393,general villegas,-35.0328,-63.0125,14.95,31,0,3.87,AR,1691430637
394,verkhnevilyuysk,63.4453,120.3167,14.65,70,54,2.18,RU,1691430638
395,tindouf,27.6711,-8.1474,46.25,11,0,2.06,DZ,1691430638
396,fuerte olimpo,-21.0415,-57.8738,38.72,21,5,4.22,PY,1691430639
397,safaga,26.7292,33.9365,32.82,40,0,1.61,EG,1691430639
398,calvinia,-31.4707,19.776,15.88,39,0,1.69,ZA,1691430641
399,panama city beach,30.1766,-85.8055,34.07,70,75,5.66,US,1691430422
400,constantia,44.1833,28.65,24.38,58,0,3.62,RO,1691430642
401,hami,42.8,93.45,33.73,13,99,3.56,CN,1691430643
402,tanjung pandan,-2.75,107.65,26.12,83,94,4.26,ID,1691430643
403,tam ky,15.5667,108.4833,26.33,73,67,2.68,VN,1691430644
404,al kharijah,25.4514,30.5464,37.24,10,4,4.22,EG,1691430645
405,solotvyno,47.946,23.8703,17.33,85,52,2.08,UA,1691430645
406,puerto aysen,-45.4,-72.7,6.02,81,0,0.0,CL,1691430380
407,levuka,50.1834,-105.4011,24.9,24,5,3.06,CA,1691430647
408,kenora,49.8167,-94.4337,22.54,53,75,3.6,CA,1691430574
409,khovd,48.0056,91.6419,21.64,38,100,0.73,MN,1691430648
410,muli,2.9167,73.5667,27.75,78,58,4.35,MV,1691430649
411,chegdomyn,51.1167,133.0167,13.74,72,71,1.08,RU,1691430649
412,minas de marcona,-15.2119,-75.1103,18.4,55,8,5.89,PE,1691430650
413,guanare,9.0418,-69.7421,28.01,100,58,4.12,VE,1691430650
414,shache,38.4167,77.2406,24.46,43,100,2.41,CN,1691430651
415,missoula,47.0166,-113.8009,19.8,66,88,0.91,US,1691430652
416,panacan,9.2463,118.4082,26.72,81,3,1.95,PH,1691430652
417,ginir,7.1333,40.7,16.69,68,33,4.67,ET,1691430653
418,dhuusamarreeb,5.535,46.3861,28.27,51,95,9.76,SO,1691430653
419,mata de sao joao,-12.5303,-38.2992,27.86,63,68,3.47,BR,1691430654
420,inarajan village,13.2736,144.7484,27.54,97,94,1.15,GU,1691430655
421,creel,27.75,-107.6333,29.56,21,24,3.19,MX,1691430655
422,miquelon,47.0975,-56.3814,22.0,80,81,6.05,PM,1691430656
423,raja,8.4596,25.678,22.03,94,27,2.5,SS,1691430657
424,galliano,29.4422,-90.2992,36.67,55,40,5.66,US,1691430657
425,riohacha,11.5444,-72.9072,34.06,59,40,3.6,CO,1691430658
426,aras-asan,8.8908,126.3033,25.65,82,75,2.05,PH,1691430658
427,morsi,21.3392,78.0131,24.77,82,99,4.33,IN,1691430659
428,kone,-21.0595,164.8658,15.65,91,0,1.87,NC,1691430659
429,brookings,44.3114,-96.7984,24.47,62,0,4.63,US,1691430601
430,selfoss,63.9331,-20.9971,14.47,69,65,3.4,IS,1691430660
431,ponta delgada,37.7333,-25.6667,24.4,73,40,2.06,PT,1691430661
432,xinyuan,37.3,99.0,6.65,76,23,1.05,CN,1691430661
433,plettenberg bay,-34.0527,23.3716,14.48,69,0,1.86,ZA,1691430663
434,puerto la cruz,10.2167,-64.6167,28.36,74,30,2.78,VE,1691430281
435,zeya,53.75,127.2667,16.28,53,100,0.66,RU,1691430664
436,asmara,15.3333,38.9333,18.5,68,32,2.05,ER,1691430664
437,zhangye,38.9342,100.4517,27.63,26,82,3.2,CN,1691430665
438,ljusdal,61.8288,16.0913,19.89,95,99,4.24,SE,1691430665
439,arkhangel'sk,64.5401,40.5433,15.35,73,1,2.71,RU,1691430666
440,la sarre,48.8002,-79.1996,20.67,52,100,2.44,CA,1691430606
441,svay rieng,11.0879,105.7993,27.35,76,22,5.09,KH,1691430667
442,nushki,29.5542,66.0215,31.81,11,0,1.41,PK,1691430668
443,rio san juan,19.6439,-70.0763,29.74,76,80,6.46,DO,1691430668
444,sao mateus,-18.7161,-39.8589,25.04,66,76,4.27,BR,1691430669
445,cockburn town,21.4612,-71.1419,30.98,70,75,6.17,TC,1691430669
446,gaiman,-43.2897,-65.4929,14.13,28,9,7.71,AR,1691430670
447,bani walid,31.7566,13.9942,28.45,45,0,7.03,LY,1691430671
448,kill devil hills,36.0307,-75.676,32.0,73,40,5.14,US,1691430671
449,sarangani,5.4033,125.4636,27.98,77,89,6.16,PH,1691430672
450,pakokku,21.3333,95.1,26.4,82,100,7.61,MM,1691430675
451,boulder,40.0833,-105.3505,24.52,38,0,7.15,US,1691430448
452,pampa,35.5362,-100.9599,31.98,42,48,5.23,US,1691430676
453,lichinga,-13.3128,35.2406,16.26,56,87,0.53,MZ,1691430677
454,nagqu,31.5,92.0,5.82,89,100,1.03,CN,1691430677
455,kargasok,59.0556,80.8572,11.73,95,36,2.87,RU,1691430678
456,viseu,40.661,-7.9097,39.36,12,0,1.86,PT,1691430679
457,wladyslawowo,54.7909,18.4009,15.82,80,100,11.61,PL,1691430679
458,i-n-salah,27.1935,2.4607,41.05,8,0,6.56,DZ,1691430680
459,santa vitoria do palmar,-33.5189,-53.3681,12.68,58,22,6.78,BR,1691430681
460,pacifica,37.6138,-122.4869,34.24,74,0,3.09,US,1691430657
461,ancud,-41.8697,-73.8203,10.87,66,97,1.97,CL,1691430682
462,prado,-17.3411,-39.2208,24.73,72,92,4.39,BR,1691430682
463,port hedland,-20.3167,118.5667,16.03,72,3,3.6,AU,1691430683
464,zhongshan,21.3226,110.5829,27.54,77,93,2.22,CN,1691430683
465,mulayjah,27.271,48.4242,35.22,19,0,1.31,SA,1691430684
466,ambon,-3.6954,128.1814,26.04,95,66,6.75,ID,1691430684
467,campbell river,50.0163,-125.2446,22.0,77,100,1.03,CA,1691430685
468,peissenberg,47.8,11.0667,14.76,93,75,5.14,DE,1691430685
469,portachuelo,-17.35,-63.4,33.5,28,25,1.48,BO,1691430686
470,tianshui,34.5439,105.6897,18.96,91,7,1.91,CN,1691430687
471,antofagasta,-23.65,-70.4,18.6,71,11,3.84,CL,1691430687
472,westport,41.1415,-73.3579,26.99,86,100,4.12,US,1691430561
473,hasaki,35.7333,140.8333,27.95,91,92,4.22,JP,1691430688
474,sialkot,32.5101,74.5431,30.9,84,14,0.45,PK,1691430689
475,yueyang,29.3333,113.0919,27.64,86,66,2.05,CN,1691430690
476,polewali,-3.4324,119.3435,23.93,84,29,2.18,ID,1691430690
477,arica,-18.475,-70.3042,22.75,64,75,5.66,CL,1691430426
478,kristinehamn,59.3098,14.1081,21.31,83,90,4.35,SE,1691430692
479,muroto-misakicho,33.2833,134.15,27.56,90,91,10.58,JP,1691430692
480,tinajo,29.0788,-13.7081,26.49,54,20,8.23,ES,1691430693
481,fomboni,-12.28,43.7425,24.88,73,7,5.55,KM,1691430693
482,robbah,33.2797,6.9098,39.8,18,0,2.67,DZ,1691430694
483,mata-utu,-13.2816,-176.1745,27.34,74,39,2.45,WF,1691430694
484,bardai,11.65,7.2333,23.83,80,83,3.82,NG,1691430695
485,labytnangi,66.6572,66.4183,17.95,89,28,3.2,RU,1691430594
486,rio tuba,8.5061,117.4317,27.59,80,3,3.14,PH,1691430696
487,hudiksvall,61.729,17.1036,18.79,97,94,4.07,SE,1691430697
488,undurkhaan,47.3194,110.6556,14.89,91,97,3.23,MN,1691430697
489,molde,62.7375,7.1591,12.62,87,75,2.06,NO,1691430698
490,abepura,-2.6333,140.5833,25.45,83,75,2.06,ID,1691430644
491,sanming,26.2486,117.6186,27.68,84,92,1.11,CN,1691430699
492,pavlovo,55.9686,43.0912,20.19,73,0,2.59,RU,1691430699
493,oodweyne,9.4092,45.064,26.31,42,64,6.85,SO,1691430700
494,valley city,46.9233,-98.0032,24.29,53,0,2.57,US,1691430437
495,puerto armuelles,8.2833,-82.8667,27.99,91,100,1.34,PA,1691430701
496,port augusta,-32.5,137.7667,6.33,70,2,1.66,AU,1691430701
497,ploneour-lanvern,47.9,-4.2833,18.18,59,0,4.12,FR,1691430702
498,nykvarn,59.8,18.3,21.94,98,84,2.97,SE,1691430702
499,robertsport,6.7533,-11.3686,25.69,85,72,4.78,LR,1691430703
500,tahoua,14.8888,5.2692,33.99,46,20,3.09,NE,1691430703
501,kalengwa,-13.4659,25.0027,19.8,35,32,2.59,ZM,1691430704
502,adre,13.4667,22.2,23.7,74,90,1.27,TD,1691430704
503,villa canas,-34.0057,-61.6076,14.96,10,0,4.33,AR,1691430705
504,nampula,-15.1165,39.2666,18.66,81,66,2.6,MZ,1691430705
505,starobaltachevo,56.0013,55.9213,20.73,61,100,2.6,RU,1691430706
506,chickasha,35.0526,-97.9364,28.64,54,0,2.57,US,1691430706
507,chandia,23.65,80.7,24.45,88,100,4.65,IN,1691430707
508,kas,36.2018,29.6377,26.28,67,0,3.26,TR,1691430707
509,merritt island,28.5392,-80.672,37.78,54,0,3.6,US,1691430708
510,lake albert,-35.1667,147.3833,7.44,90,0,1.56,AU,1691430709
511,st. thomas,42.7736,-81.1804,21.24,82,99,6.42,CA,1691430710
512,jaguarao,-32.5661,-53.3758,13.83,56,51,6.59,BR,1691430710
513,kapuskasing,49.4169,-82.4331,22.05,83,100,1.54,CA,1691430602
514,san antonio de pale,-1.4014,5.6325,23.0,80,22,4.21,GQ,1691430598
515,changyon,38.2508,125.0961,22.05,86,0,2.73,KP,1691430711
516,mhamid,29.82,-5.72,43.04,8,95,5.87,MA,1691430712
517,poronaysk,49.2167,143.1167,12.2,82,10,1.39,RU,1691430712
518,bratsk,56.1325,101.6142,14.27,96,28,0.57,RU,1691430713
519,sao jose da coroa grande,-8.8978,-35.1478,25.75,77,26,5.79,BR,1691430713
520,dryden,49.7833,-92.7503,22.16,56,40,3.09,CA,1691430714
521,yaiza,28.9633,-13.7631,25.87,54,20,8.23,ES,1691430715
522,shimanovsk,52.0,127.7,16.55,51,99,0.88,RU,1691430715
523,sinnar,13.5691,33.5672,32.7,41,63,3.39,SD,1691430716
524,puerto cabezas,14.0351,-83.3888,30.98,79,40,4.12,NI,1691430717
525,bikenibeu village,1.3673,173.1241,27.98,83,40,0.51,KI,1691430644
526,svetlyy,54.675,20.1347,16.03,76,100,9.62,RU,1691430718
527,kedougou,12.5579,-12.1743,27.08,82,99,2.97,SN,1691430718
528,woolgoolga,-30.1106,153.2007,12.93,79,85,4.73,AU,1691430643
529,ghat,24.9647,10.1728,39.29,7,0,4.41,LY,1691430719
530,savanna-la-mar,18.219,-78.1332,31.97,62,14,1.83,JM,1691430720
531,berezovyy,51.6667,135.7,15.3,57,48,1.45,RU,1691430720
532,bodaybo,57.8506,114.1933,18.91,69,89,0.61,RU,1691430721
533,ocean shores,46.9737,-124.1563,21.08,93,100,4.12,US,1691430721
534,dwarka,22.2394,68.9678,27.15,84,100,10.35,IN,1691430722
535,waalwijk,51.6897,5.0172,19.1,68,75,6.17,NL,1691430722
536,isiro,2.7739,27.616,20.34,98,46,1.48,CD,1691430723
537,badagara,11.6,75.5833,25.56,86,100,2.79,IN,1691430723
538,bamboo flat,11.7,92.7167,28.05,83,40,4.63,IN,1691430634
539,greymouth,-42.4667,171.2,5.48,89,93,1.47,NZ,1691430456
540,impfondo,1.6381,18.0667,21.45,96,100,0.5,CG,1691430725
541,menderes,38.2496,27.1343,29.02,45,0,8.75,TR,1691430725
542,pangody,65.85,74.4859,19.06,52,1,3.45,RU,1691430726
543,paracatu,-17.2222,-46.8747,31.03,17,0,0.54,BR,1691430521
544,mlyniv,50.509,25.6168,17.87,90,95,3.59,UA,1691430727
545,cascais,38.6979,-9.4215,34.64,36,0,6.17,PT,1691430727
546,thai nguyen,21.5928,105.8442,27.88,97,98,1.29,VN,1691430596
547,ugoofaaru,5.6667,73.0,27.38,81,97,5.61,MV,1691430728
548,garissa,-0.4536,39.6401,25.82,58,26,10.86,KE,1691430729
549,el matama,16.7095,33.3565,34.78,35,38,2.8,SD,1691430729
550,san juan colorado,16.4586,-97.9536,32.91,48,7,2.18,MX,1691430730
551,mtwara,-10.2667,40.1833,22.97,80,16,5.4,TZ,1691430730
552,union beach,40.4465,-74.1782,29.08,71,100,3.58,US,1691430731
553,jiaxing,30.7522,120.75,25.25,97,49,2.09,CN,1691430732
554,vytegra,61.0064,36.4481,23.29,78,0,3.55,RU,1691430733
555,turgen,43.4006,77.5933,18.07,60,100,2.07,KZ,1691430734
556,tomatlan,19.9333,-105.25,34.43,48,56,1.77,MX,1691430734
557,veraval,20.9,70.3667,26.87,84,100,7.91,IN,1691430735
558,den burg,53.0542,4.7972,17.22,66,19,6.69,NL,1691430735
559,kybartai,54.6386,22.7632,15.0,74,96,6.13,LT,1691430736
560,ceerigaabo,10.6162,47.368,20.22,58,3,9.23,SO,1691430738
561,tsiombe,-25.3,45.4833,19.93,78,0,3.17,MG,1691430738
562,deniliquin,-35.5333,144.9667,5.7,93,0,1.99,AU,1691430739
563,manda,-10.4667,34.5833,22.41,68,14,3.78,TZ,1691430739
564,shadrinsk,56.0852,63.6335,20.46,61,100,2.01,RU,1691430740
565,kourou,5.1552,-52.6478,32.03,64,14,4.74,GF,1691430740
566,kudahuvadhoo,2.6708,72.8944,28.01,76,71,4.76,MV,1691430741
567,yilan,24.757,121.753,30.51,99,98,1.01,TW,1691430725
568,burang,30.25,81.1667,11.01,82,72,2.15,CN,1691430742
569,qarqaraly,49.4058,75.4742,18.14,73,100,2.53,KZ,1691430742
570,yanchep,-31.55,115.6833,17.07,88,89,3.83,AU,1691430743
